price,location
150,Gramercy
149,East Harlem
499,Upper West Side
341,Lower East Side
50,Morningside Heights
195,Upper West Side
105,Harlem
105,Theater District
170,Upper East Side
285,Harlem
90,East Harlem
200,Hell's Kitchen
101,Harlem
89,Lower East Side
195,SoHo
250,Chelsea
300,SoHo
198,Upper West Side
950,Upper West Side
225,Kips Bay
77,East Village
36,Harlem
45,"Brooklyn, Manhattan Beach"
65,Washington Heights
99,Lower East Side
75,Harlem
70,Washington Heights
95,Nolita
280,Lower East Side
155,Harlem
182,Midtown
105,Upper East Side
100,Upper West Side
120,East Harlem
95,Washington Heights
67,Washington Heights
322,Upper West Side
90,East Harlem
95,Lower East Side
99,Hell's Kitchen
90,Upper East Side
50,East Harlem
276,Upper West Side
199,Washington Heights
230,East Village
90,Two Bridges
245,West Village
150,East Village
145,Harlem
120,Theater District
295,Nolita
59,Upper West Side
69,Harlem
325,Murray Hill
99,Upper West Side
88,Washington Heights
16,Harlem
99,East Harlem
100,Hell's Kitchen
167,Upper West Side
140,Hell's Kitchen
95,Two Bridges
399,Gramercy
70,Washington Heights
70,Harlem
58,Washington Heights
272,Hell's Kitchen
129,Hell's Kitchen
50,East Harlem
115,East Village
140,East Harlem
155,East Harlem
50,Washington Heights
85,Little Italy
247,Midtown
105,East Harlem
150,Chelsea
130,Hell's Kitchen
145,"Brooklyn, Manhattan Beach"
200,Upper East Side
379,East Village
90,Harlem
100,East Harlem
115,Harlem
65,Harlem
90,Upper West Side
185,Greenwich Village
80,Harlem
240,Upper East Side
80,Washington Heights
155,East Village
180,Midtown
140,Lower East Side
177,Harlem
105,West Village
81,Harlem
175,East Harlem
150,Washington Heights
75,Hell's Kitchen
184,Lower East Side
95,East Harlem
120,Harlem
150,Gramercy
89,Upper West Side
250,Lower East Side
140,Lower East Side
399,Upper East Side
135,Upper West Side
70,East Harlem
140,West Village
70,East Harlem
145,Murray Hill
85,Harlem
240,Upper East Side
40,East Harlem
280,East Village
140,Harlem
85,Harlem
130,Chelsea
265,Nolita
127,Upper East Side
180,Hell's Kitchen
399,Harlem
80,Harlem
200,Upper East Side
105,Morningside Heights
499,NoHo
220,Midtown
888,Upper East Side
89,Washington Heights
78,Inwood
155,Hell's Kitchen
210,Hell's Kitchen
155,Hell's Kitchen
75,Harlem
255,Hell's Kitchen
245,Hell's Kitchen
155,Hell's Kitchen
155,Hell's Kitchen
155,Hell's Kitchen
165,Hell's Kitchen
155,Hell's Kitchen
65,Harlem
81,Washington Heights
99,Chelsea
2000,Lower East Side
245,Greenwich Village
150,Chelsea
110,East Harlem
185,Harlem
89,Lower East Side
244,East Village
150,Lower East Side
40,Harlem
295,Chelsea
199,Hell's Kitchen
80,East Harlem
155,Chelsea
154,East Village
99,Lower East Side
75,Harlem
900,Upper East Side
140,Upper East Side
220,Chelsea
118,Upper East Side
84,East Harlem
115,Upper East Side
325,Upper East Side
155,Upper East Side
155,Upper East Side
130,Upper West Side
125,Upper West Side
99,East Village
65,Harlem
120,Upper West Side
75,Harlem
195,Upper East Side
190,SoHo
177,Midtown
105,Midtown
222,Upper East Side
85,Washington Heights
153,Upper East Side
850,Flatiron District
245,Upper West Side
220,West Village
160,Upper East Side
500,Upper West Side
70,Harlem
150,SoHo
275,West Village
89,Chinatown
243,Upper East Side
80,Washington Heights
299,Flatiron District
190,Upper East Side
83,Roosevelt Island
198,East Village
270,Upper East Side
99,Upper West Side
120,Kips Bay
99,Upper West Side
148,East Village
349,Hell's Kitchen
250,Hell's Kitchen
355,Harlem
160,Murray Hill
450,Chelsea
200,Lower East Side
175,Lower East Side
100,Chinatown
98,Hell's Kitchen
219,East Village
160,Stuyvesant Town
170,Chelsea
299,East Village
250,Chinatown
650,SoHo
65,Upper East Side
120,Lower East Side
120,East Village
40,Washington Heights
235,West Village
180,Upper West Side
80,East Harlem
78,Harlem
145,Lower East Side
189,Lower East Side
199,Kips Bay
174,East Harlem
120,Upper West Side
245,NoHo
595,Upper East Side
120,West Village
328,Upper East Side
215,Chelsea
165,East Village
499,Hell's Kitchen
175,Hell's Kitchen
118,Upper East Side
75,East Harlem
210,Chelsea
133,Upper West Side
69,Lower East Side
200,Hell's Kitchen
169,Lower East Side
78,East Village
210,Greenwich Village
75,Harlem
110,Washington Heights
170,Chinatown
90,Hell's Kitchen
215,Chelsea
118,Chelsea
110,Upper West Side
299,Harlem
103,Upper West Side
300,Nolita
150,Hell's Kitchen
230,Upper West Side
160,Lower East Side
275,Harlem
270,Chelsea
79,Harlem
100,East Village
59,Upper West Side
200,Hell's Kitchen
45,Washington Heights
61,Little Italy
150,Washington Heights
182,Upper West Side
175,Kips Bay
300,Hell's Kitchen
195,East Harlem
60,Harlem
35,Lower East Side
93,Harlem
22,Inwood
450,Harlem
238,Upper West Side
245,Chelsea
170,Upper East Side
175,Lower East Side
142,Upper East Side
173,Harlem
150,East Village
104,Harlem
200,East Village
425,Greenwich Village
800,Chelsea
75,Upper West Side
88,Harlem
221,Flatiron District
100,Harlem
295,Lower East Side
200,Gramercy
135,Midtown
99,Hell's Kitchen
120,Chelsea
89,Upper East Side
150,Financial District
200,West Village
250,Gramercy
98,Financial District
140,East Village
95,Lower East Side
96,East Village
50,Washington Heights
71,East Village
225,West Village
160,Gramercy
73,Harlem
73,Harlem
400,East Village
165,Hell's Kitchen
135,Chelsea
115,Upper East Side
180,Harlem
400,Chelsea
1195,Theater District
75,Greenwich Village
65,Harlem
250,Chelsea
375,West Village
110,Washington Heights
72,Chinatown
120,Financial District
300,Chinatown
147,Washington Heights
179,West Village
59,Chinatown
350,SoHo
180,Midtown
189,Financial District
250,Hell's Kitchen
55,Midtown
165,Harlem
110,Upper East Side
100,Murray Hill
205,West Village
245,Hell's Kitchen
159,Lower East Side
200,East Village
165,Battery Park City
100,Tribeca
185,Upper West Side
159,Upper East Side
150,Harlem
150,East Harlem
200,Harlem
250,East Village
150,Harlem
92,Upper West Side
180,East Village
95,Chelsea
42,Harlem
65,Washington Heights
200,Greenwich Village
68,Washington Heights
215,East Village
100,Harlem
90,East Village
42,Harlem
700,NoHo
240,Greenwich Village
199,SoHo
75,East Harlem
180,Harlem
100,Upper West Side
189,Hell's Kitchen
57,Harlem
194,Morningside Heights
85,Harlem
55,Harlem
239,Gramercy
99,Upper West Side
140,Chelsea
299,Chelsea
150,Harlem
124,Harlem
100,Harlem
90,Financial District
185,Midtown
195,Midtown
70,Washington Heights
450,Hell's Kitchen
190,Gramercy
120,East Village
190,Upper West Side
137,Upper West Side
149,Midtown
70,Lower East Side
235,Washington Heights
95,SoHo
85,Upper East Side
95,Upper East Side
60,Harlem
135,Upper West Side
165,Upper West Side
99,Chinatown
100,East Village
149,East Village
70,Upper East Side
90,Chinatown
149,East Village
199,East Village
62,Upper East Side
99,East Village
125,SoHo
190,Murray Hill
135,Hell's Kitchen
425,East Village
115,Theater District
100,Harlem
175,Chinatown
75,East Harlem
150,Upper East Side
150,SoHo
60,Harlem
239,Hell's Kitchen
239,West Village
115,Upper East Side
207,Lower East Side
99,East Village
130,Harlem
64,Washington Heights
50,Washington Heights
49,Harlem
100,Upper West Side
115,Hell's Kitchen
250,Midtown
155,Upper East Side
275,Upper East Side
100,Harlem
99,Washington Heights
190,Upper East Side
96,Upper East Side
90,Lower East Side
500,Hell's Kitchen
130,Harlem
65,East Harlem
148,Midtown
199,Chinatown
88,Harlem
260,East Village
100,Harlem
64,Harlem
140,Upper East Side
63,Chinatown
140,Inwood
190,Upper West Side
150,East Harlem
150,Harlem
250,Midtown
410,Gramercy
185,Hell's Kitchen
175,Hell's Kitchen
261,Lower East Side
225,East Harlem
165,SoHo
179,Nolita
95,Washington Heights
70,Harlem
190,Gramercy
170,Harlem
225,West Village
125,Upper East Side
135,Hell's Kitchen
124,Gramercy
130,Hell's Kitchen
50,Inwood
189,Little Italy
65,Harlem
60,Harlem
133,Upper West Side
259,Hell's Kitchen
80,East Harlem
82,SoHo
145,Chinatown
73,Harlem
55,Midtown
47,Harlem
100,Upper East Side
175,Harlem
899,Harlem
150,East Harlem
125,Morningside Heights
170,Upper East Side
305,Gramercy
88,Upper West Side
190,SoHo
200,Greenwich Village
175,Harlem
180,Harlem
90,Harlem
125,Hell's Kitchen
75,Upper West Side
110,East Harlem
145,Upper East Side
250,Upper West Side
65,Harlem
199,Upper West Side
50,Harlem
41,Harlem
220,Chinatown
150,East Harlem
150,West Village
85,East Village
130,Harlem
249,Harlem
180,Chelsea
80,Harlem
90,East Village
35,Washington Heights
400,Upper East Side
201,Harlem
185,Upper West Side
132,Midtown
300,Hell's Kitchen
170,Upper East Side
120,Gramercy
177,Hell's Kitchen
180,Midtown
165,Hell's Kitchen
250,Upper West Side
299,East Village
169,Hell's Kitchen
150,Hell's Kitchen
650,Nolita
135,Hell's Kitchen
250,Lower East Side
465,Harlem
70,Midtown
375,East Village
190,Chinatown
230,Harlem
250,East Harlem
175,Lower East Side
209,Kips Bay
300,Lower East Side
90,Harlem
55,Upper East Side
296,NoHo
150,Little Italy
120,East Harlem
199,Upper East Side
465,East Harlem
200,East Village
100,Chelsea
175,Upper West Side
160,Hell's Kitchen
110,East Harlem
275,Greenwich Village
60,East Harlem
180,Midtown
55,East Harlem
130,Harlem
90,Morningside Heights
185,Theater District
80,Hell's Kitchen
310,SoHo
70,Hell's Kitchen
125,Hell's Kitchen
145,East Harlem
199,East Village
214,Upper East Side
240,Hell's Kitchen
225,SoHo
150,Upper West Side
182,Chelsea
61,Gramercy
85,East Village
209,Upper East Side
180,East Village
150,Upper West Side
145,Two Bridges
345,Harlem
219,Hell's Kitchen
225,Harlem
275,East Harlem
350,Greenwich Village
299,Upper West Side
99,East Harlem
190,Harlem
400,Hell's Kitchen
165,Harlem
300,Theater District
166,East Village
220,Hell's Kitchen
50,Harlem
300,Upper West Side
1200,West Village
150,Nolita
99,East Harlem
43,Washington Heights
85,East Harlem
95,East Harlem
100,Two Bridges
85,Washington Heights
50,Washington Heights
83,East Village
200,East Harlem
265,Hell's Kitchen
130,Upper East Side
130,Upper East Side
225,East Harlem
299,Chelsea
300,Lower East Side
289,Financial District
44,Harlem
100,Morningside Heights
245,Harlem
250,Harlem
225,West Village
220,West Village
199,Upper East Side
179,Hell's Kitchen
166,Upper East Side
150,Midtown
450,SoHo
150,Harlem
85,Upper West Side
199,Hell's Kitchen
235,Chelsea
120,Washington Heights
109,Upper West Side
150,Midtown
60,East Harlem
199,East Harlem
260,Harlem
107,East Village
125,Lower East Side
269,Gramercy
110,East Harlem
550,East Village
112,Upper East Side
177,Upper East Side
108,Greenwich Village
62,Harlem
135,Upper East Side
140,Gramercy
200,Harlem
200,SoHo
195,Gramercy
125,Theater District
100,Midtown
120,Harlem
180,Lower East Side
110,East Harlem
425,Nolita
250,West Village
300,Hell's Kitchen
89,Harlem
190,East Harlem
130,East Harlem
90,West Village
99,Lower East Side
129,Upper West Side
750,East Village
195,Chelsea
130,East Village
144,Upper West Side
90,East Harlem
260,Upper East Side
90,East Village
83,Midtown
799,SoHo
100,Upper West Side
145,Hell's Kitchen
365,Chelsea
72,East Village
48,Harlem
199,Hell's Kitchen
125,Morningside Heights
125,East Village
69,Kips Bay
210,Murray Hill
110,East Harlem
149,Harlem
120,East Harlem
290,Hell's Kitchen
80,Gramercy
180,Hell's Kitchen
175,Financial District
101,Upper East Side
369,Hell's Kitchen
94,East Harlem
225,Nolita
160,East Harlem
300,West Village
152,Chinatown
250,East Village
249,Midtown
330,Upper West Side
174,Lower East Side
150,Hell's Kitchen
145,Lower East Side
120,Harlem
225,Upper East Side
139,West Village
170,Tribeca
129,Upper West Side
150,East Harlem
170,Upper East Side
485,Tribeca
125,Harlem
95,Murray Hill
90,Upper West Side
75,Lower East Side
65,Lower East Side
115,Murray Hill
150,Murray Hill
45,Inwood
100,Gramercy
50,Harlem
102,Hell's Kitchen
150,Hell's Kitchen
200,East Harlem
166,Hell's Kitchen
425,Chelsea
220,Midtown
226,Harlem
125,Upper East Side
55,Harlem
175,East Village
175,Nolita
315,SoHo
110,Harlem
60,Harlem
60,Harlem
150,Upper East Side
175,Chelsea
120,East Village
239,Chelsea
99,Upper East Side
100,East Village
210,Upper West Side
84,Nolita
152,Upper East Side
124,Nolita
58,Washington Heights
159,Nolita
36,Washington Heights
209,Harlem
150,Harlem
189,Harlem
75,Harlem
105,Nolita
150,East Village
105,SoHo
65,Upper West Side
250,Gramercy
299,Lower East Side
165,Upper West Side
180,East Harlem
199,Lower East Side
180,Upper East Side
220,East Harlem
180,Upper West Side
77,Washington Heights
285,Upper West Side
135,Hell's Kitchen
125,Hell's Kitchen
160,Midtown
65,Harlem
125,Upper East Side
260,Upper West Side
79,Washington Heights
1731,Chelsea
100,Upper East Side
200,Gramercy
80,Harlem
145,Upper West Side
180,Chinatown
90,Harlem
87,Chinatown
30,Washington Heights
135,Upper West Side
219,East Village
500,SoHo
400,Tribeca
115,East Harlem
125,Harlem
85,Chelsea
85,Chelsea
85,Chelsea
220,East Village
136,Upper West Side
75,Upper East Side
68,Inwood
180,Hell's Kitchen
70,Harlem
250,Upper West Side
140,East Village
80,Harlem
185,Hell's Kitchen
100,Harlem
125,Upper East Side
175,Greenwich Village
130,Hell's Kitchen
179,Upper East Side
80,Harlem
99,Upper West Side
135,Harlem
200,Hell's Kitchen
200,Greenwich Village
320,Two Bridges
270,East Harlem
80,East Village
83,Hell's Kitchen
40,Upper East Side
400,Hell's Kitchen
64,Roosevelt Island
130,Upper East Side
60,Harlem
80,Harlem
130,Chelsea
219,East Village
150,Upper East Side
245,Battery Park City
133,East Village
45,Washington Heights
128,Morningside Heights
195,Upper East Side
125,Hell's Kitchen
1100,West Village
119,Chelsea
100,Harlem
200,Harlem
99,West Village
170,Hell's Kitchen
140,Hell's Kitchen
395,Lower East Side
198,Harlem
150,East Harlem
50,Harlem
160,Midtown
79,Roosevelt Island
200,East Village
150,SoHo
60,Harlem
814,West Village
300,Harlem
69,Harlem
150,Hell's Kitchen
79,East Harlem
199,East Village
550,Midtown
90,Upper East Side
83,Washington Heights
50,Washington Heights
200,Harlem
100,Lower East Side
110,East Harlem
500,Gramercy
57,Harlem
180,NoHo
90,Harlem
235,Chinatown
120,Midtown
154,Upper East Side
185,Hell's Kitchen
108,East Village
200,Lower East Side
229,Lower East Side
700,Gramercy
145,Upper East Side
70,Washington Heights
60,East Harlem
165,Chelsea
125,Upper East Side
29,Inwood
130,Upper East Side
145,Gramercy
35,Inwood
325,Lower East Side
95,East Harlem
65,Little Italy
110,Hell's Kitchen
80,Harlem
177,Harlem
199,Lower East Side
200,East Village
100,East Harlem
159,West Village
91,Lower East Side
175,East Village
140,Upper West Side
90,Upper East Side
250,Upper West Side
65,Harlem
50,Harlem
200,Chelsea
110,Lower East Side
169,Harlem
150,Upper West Side
160,East Village
600,Flatiron District
140,Nolita
131,Marble Hill
450,Morningside Heights
280,Upper West Side
1100,Midtown
165,Harlem
165,Harlem
250,Midtown
199,Chinatown
44,East Harlem
120,East Harlem
89,Upper East Side
90,Upper East Side
190,SoHo
150,Washington Heights
70,Chinatown
138,Hell's Kitchen
90,Harlem
150,Chinatown
110,Chelsea
95,Chinatown
101,Upper West Side
133,Upper East Side
135,Upper West Side
75,Two Bridges
142,Little Italy
97,Gramercy
175,Hell's Kitchen
50,Harlem
133,Kips Bay
285,Midtown
140,Lower East Side
150,Midtown
142,Greenwich Village
129,Lower East Side
205,Harlem
150,Upper West Side
186,Gramercy
172,Upper West Side
290,Chelsea
165,Upper East Side
117,Upper East Side
140,Upper East Side
119,East Village
125,Upper East Side
120,Upper West Side
159,Kips Bay
70,East Village
81,Harlem
190,Harlem
225,Hell's Kitchen
125,Hell's Kitchen
130,Harlem
140,Upper East Side
142,Midtown
125,Upper East Side
133,Hell's Kitchen
625,West Village
100,Gramercy
175,Hell's Kitchen
125,Midtown
159,Kips Bay
165,Greenwich Village
225,Harlem
70,East Harlem
199,Hell's Kitchen
200,Hell's Kitchen
200,Upper West Side
50,Harlem
130,Midtown
154,Upper West Side
275,Flatiron District
142,Kips Bay
70,East Harlem
140,East Village
142,Chelsea
75,Harlem
70,Harlem
150,Upper East Side
650,Flatiron District
89,East Harlem
175,Harlem
290,SoHo
595,SoHo
300,West Village
500,SoHo
148,Harlem
133,East Village
40,Harlem
225,Chelsea
40,Harlem
110,Upper East Side
117,Upper East Side
800,Hell's Kitchen
105,Upper West Side
250,Murray Hill
198,East Village
200,Upper West Side
125,East Village
50,East Harlem
120,Harlem
450,East Village
68,Harlem
52,East Harlem
999,Greenwich Village
150,Upper West Side
325,Upper West Side
170,Washington Heights
72,Harlem
1000,East Village
149,East Harlem
160,Upper West Side
239,Midtown
125,Upper West Side
325,Hell's Kitchen
333,Midtown
245,Hell's Kitchen
999,Midtown
206,Chelsea
82,Harlem
99,Midtown
220,Chelsea
99,Midtown
140,Upper West Side
99,Inwood
139,Midtown
89,East Harlem
110,East Village
179,Chelsea
85,Chelsea
85,Upper West Side
111,Two Bridges
90,Upper West Side
115,East Harlem
60,Washington Heights
210,Greenwich Village
143,Upper West Side
85,Lower East Side
275,East Village
110,East Village
150,Lower East Side
225,Murray Hill
125,Harlem
115,East Village
200,East Village
159,Kips Bay
150,Theater District
77,Washington Heights
359,Washington Heights
219,Midtown
350,Hell's Kitchen
135,Upper West Side
69,Harlem
239,Midtown
165,Chelsea
139,Midtown
339,Washington Heights
100,Midtown
525,Flatiron District
80,East Village
359,Washington Heights
220,East Harlem
299,Midtown
89,Upper East Side
100,Hell's Kitchen
300,Financial District
50,Inwood
219,Hell's Kitchen
175,Harlem
140,Hell's Kitchen
195,Chinatown
186,East Harlem
148,Hell's Kitchen
130,Harlem
155,East Village
225,Greenwich Village
190,Midtown
85,Little Italy
53,Upper West Side
274,West Village
180,Murray Hill
225,Hell's Kitchen
299,Midtown
185,Chelsea
98,Midtown
399,Upper East Side
376,Harlem
60,East Village
209,Greenwich Village
60,East Harlem
218,Midtown
200,Upper West Side
70,Harlem
275,Upper West Side
85,East Harlem
85,East Harlem
218,Midtown
135,East Harlem
115,Hell's Kitchen
39,Harlem
45,Harlem
110,Lower East Side
180,Nolita
100,Chelsea
73,Harlem
75,East Harlem
250,West Village
184,Midtown
240,Midtown
259,Harlem
75,Washington Heights
90,Gramercy
175,Hell's Kitchen
244,Hell's Kitchen
75,Chelsea
105,Harlem
150,Gramercy
51,Washington Heights
105,Upper East Side
84,East Village
85,Morningside Heights
90,Lower East Side
65,Washington Heights
1000,Hell's Kitchen
177,Hell's Kitchen
1000,Hell's Kitchen
150,Hell's Kitchen
133,Midtown
125,Midtown
75,Chelsea
100,Chelsea
65,Harlem
112,Murray Hill
230,West Village
150,Upper East Side
219,Chelsea
115,Hell's Kitchen
95,Washington Heights
480,Chelsea
140,Greenwich Village
197,Murray Hill
128,East Village
280,Chelsea
72,Lower East Side
450,Harlem
120,Harlem
250,East Village
150,Harlem
50,Harlem
125,Financial District
150,Hell's Kitchen
329,Lower East Side
175,Chelsea
399,Hell's Kitchen
158,Lower East Side
100,Two Bridges
45,East Harlem
49,Washington Heights
199,West Village
95,Chinatown
300,Chelsea
150,SoHo
225,Chelsea
150,East Village
350,Hell's Kitchen
45,Upper East Side
45,Upper East Side
90,Upper East Side
150,Washington Heights
125,Murray Hill
295,Chelsea
55,Harlem
180,East Village
186,West Village
210,Tribeca
75,Civic Center
115,Hell's Kitchen
300,Midtown
400,Midtown
163,Midtown
150,Midtown
175,Harlem
130,Harlem
170,Hell's Kitchen
140,East Harlem
125,"Brooklyn, Manhattan Beach"
159,Greenwich Village
165,East Harlem
55,Washington Heights
80,East Harlem
60,Harlem
90,Hell's Kitchen
75,Hell's Kitchen
199,East Harlem
138,Upper East Side
75,Harlem
70,Hell's Kitchen
600,Greenwich Village
225,Hell's Kitchen
202,Upper West Side
70,Harlem
105,Inwood
130,Chelsea
119,Hell's Kitchen
154,Chelsea
99,"Brooklyn, Manhattan Beach"
199,Murray Hill
99,Midtown
180,Theater District
70,Washington Heights
150,Washington Heights
140,East Village
40,Washington Heights
40,Inwood
160,East Harlem
109,Financial District
131,Hell's Kitchen
99,Upper East Side
85,Washington Heights
105,Harlem
275,Nolita
149,Harlem
79,Harlem
59,Financial District
199,Upper East Side
69,Harlem
79,Hell's Kitchen
170,Harlem
66,Harlem
200,Lower East Side
80,Midtown
65,Harlem
75,Chelsea
200,Greenwich Village
55,Harlem
110,Harlem
110,Harlem
85,East Harlem
133,Upper East Side
75,Little Italy
115,Hell's Kitchen
150,Kips Bay
83,Little Italy
150,Washington Heights
450,SoHo
84,Chinatown
199,East Village
60,Harlem
110,Morningside Heights
200,Upper West Side
200,Upper West Side
199,West Village
375,Harlem
350,Harlem
67,Harlem
117,Hell's Kitchen
149,East Village
90,Little Italy
89,Morningside Heights
76,SoHo
125,Chinatown
450,Chelsea
139,Midtown
100,Gramercy
250,Harlem
175,Lower East Side
179,Upper West Side
150,Theater District
142,East Village
76,Morningside Heights
120,Upper West Side
120,Upper West Side
200,East Village
325,Upper West Side
175,East Village
95,Harlem
101,SoHo
199,Kips Bay
196,Financial District
90,Upper East Side
100,Financial District
360,SoHo
79,Harlem
109,East Village
67,East Village
115,Harlem
150,Midtown
99,Upper East Side
90,Upper West Side
110,Harlem
150,Upper West Side
199,Hell's Kitchen
185,East Village
95,Midtown
179,Upper East Side
67,Morningside Heights
125,Upper West Side
200,Hell's Kitchen
200,Harlem
100,Inwood
99,East Village
129,Harlem
185,Hell's Kitchen
85,Upper West Side
123,Nolita
169,East Harlem
115,Greenwich Village
110,East Village
89,Harlem
160,Upper East Side
159,Kips Bay
408,Financial District
199,Midtown
265,Upper East Side
80,East Village
135,Lower East Side
325,Chelsea
150,Harlem
75,Harlem
99,East Harlem
250,Upper West Side
150,Lower East Side
198,East Village
189,Upper West Side
185,Flatiron District
125,Upper East Side
133,Upper East Side
176,Hell's Kitchen
125,Washington Heights
124,Nolita
86,Morningside Heights
50,Harlem
65,Washington Heights
110,Harlem
51,Upper East Side
185,Chelsea
30,East Village
495,East Village
125,Harlem
175,East Harlem
250,Chelsea
350,Upper East Side
135,Chelsea
42,Upper East Side
240,Upper East Side
140,Midtown
70,Hell's Kitchen
250,Harlem
70,Hell's Kitchen
75,East Village
200,East Village
135,Upper East Side
100,Harlem
150,Upper East Side
210,Kips Bay
76,Harlem
175,Hell's Kitchen
100,East Village
200,Morningside Heights
69,Harlem
325,West Village
165,Harlem
130,Upper East Side
200,Harlem
100,West Village
65,Inwood
125,East Village
140,Harlem
135,Upper West Side
97,Upper West Side
150,Hell's Kitchen
70,Hell's Kitchen
105,East Harlem
65,Hell's Kitchen
50,Harlem
110,Upper West Side
150,Greenwich Village
110,Morningside Heights
100,Morningside Heights
110,Upper West Side
140,Midtown
479,Hell's Kitchen
85,Lower East Side
450,Upper East Side
113,Theater District
195,Hell's Kitchen
69,Harlem
129,Upper East Side
160,Harlem
250,Harlem
155,Harlem
99,Harlem
95,Lower East Side
85,Chelsea
85,Chelsea
106,Upper West Side
129,Midtown
219,Murray Hill
69,Harlem
120,Upper West Side
275,Hell's Kitchen
124,Upper West Side
88,Harlem
133,Kips Bay
125,Upper East Side
150,Hell's Kitchen
225,Midtown
89,Harlem
70,Nolita
69,Harlem
79,Greenwich Village
45,Harlem
90,East Village
155,Hell's Kitchen
109,East Village
150,Harlem
107,Hell's Kitchen
210,East Village
150,West Village
122,Harlem
135,Hell's Kitchen
130,Theater District
120,Hell's Kitchen
250,Midtown
99,Hell's Kitchen
235,Midtown
125,Chelsea
170,East Village
110,East Harlem
115,Washington Heights
250,Nolita
150,East Village
159,Midtown
120,Morningside Heights
100,East Harlem
265,West Village
79,Murray Hill
300,West Village
49,Harlem
190,Morningside Heights
69,Harlem
250,Chelsea
249,Hell's Kitchen
179,West Village
499,Chinatown
119,Upper East Side
150,Kips Bay
295,East Village
142,East Village
67,Nolita
50,Inwood
215,East Harlem
79,Murray Hill
120,Hell's Kitchen
115,Midtown
109,Upper East Side
110,Upper West Side
175,Hell's Kitchen
221,East Village
65,Harlem
290,West Village
70,East Harlem
700,Midtown
150,Washington Heights
150,Chelsea
95,Harlem
199,East Village
195,Upper East Side
349,Financial District
270,Financial District
150,Upper East Side
294,Nolita
110,Midtown
316,East Village
200,Upper West Side
150,Midtown
120,Hell's Kitchen
175,Kips Bay
49,Harlem
100,Washington Heights
240,West Village
185,Upper East Side
80,Upper East Side
55,Washington Heights
115,Greenwich Village
239,Upper East Side
295,Kips Bay
90,Nolita
105,Lower East Side
80,SoHo
49,Harlem
245,Upper West Side
85,Gramercy
54,Harlem
250,Little Italy
85,East Harlem
150,Harlem
125,Lower East Side
150,East Village
89,Nolita
139,Chelsea
149,Hell's Kitchen
129,East Village
100,Nolita
198,Hell's Kitchen
215,East Village
150,Upper West Side
69,Harlem
252,Midtown
650,Midtown
249,Chelsea
795,Upper East Side
289,East Harlem
140,East Harlem
162,East Village
98,Hell's Kitchen
200,Lower East Side
499,Chinatown
189,Midtown
149,Harlem
175,Upper East Side
189,Financial District
190,Lower East Side
170,West Village
289,Harlem
375,Upper West Side
129,East Village
99,Upper West Side
225,Upper West Side
106,Hell's Kitchen
125,Hell's Kitchen
60,Harlem
159,Greenwich Village
117,Upper East Side
100,Kips Bay
175,Chelsea
40,East Harlem
149,Harlem
180,West Village
60,Harlem
225,Upper East Side
160,Hell's Kitchen
110,Hell's Kitchen
56,Harlem
175,Harlem
672,Midtown
300,West Village
100,Harlem
75,Hell's Kitchen
125,Theater District
125,Murray Hill
100,Lower East Side
180,Financial District
175,Hell's Kitchen
105,Harlem
60,Inwood
41,Harlem
150,Midtown
100,Hell's Kitchen
200,Upper East Side
80,Harlem
97,Upper West Side
199,Harlem
200,Midtown
200,Hell's Kitchen
180,Hell's Kitchen
100,Upper West Side
125,Upper East Side
195,Upper East Side
300,Gramercy
65,Harlem
199,Chinatown
85,Morningside Heights
120,SoHo
120,SoHo
100,SoHo
129,SoHo
200,Midtown
95,Upper East Side
215,Chelsea
195,East Village
49,Upper East Side
90,Chelsea
150,Chinatown
300,East Village
125,Midtown
200,Harlem
198,Midtown
415,West Village
180,Hell's Kitchen
60,Washington Heights
129,Hell's Kitchen
199,Hell's Kitchen
129,Harlem
40,Theater District
120,Upper West Side
70,Harlem
85,East Harlem
225,Upper East Side
55,Harlem
195,Harlem
69,Harlem
69,Upper East Side
270,East Harlem
200,Upper East Side
129,Hell's Kitchen
220,Upper West Side
168,Upper West Side
142,Nolita
99,Upper West Side
77,Harlem
55,East Harlem
584,Midtown
350,East Harlem
110,Midtown
47,Upper West Side
150,Greenwich Village
64,Harlem
750,Chelsea
79,Inwood
110,Chelsea
200,SoHo
110,Upper West Side
165,Midtown
300,Harlem
132,Murray Hill
95,East Harlem
85,Murray Hill
200,Hell's Kitchen
163,Kips Bay
100,East Village
120,Washington Heights
180,Chelsea
299,Gramercy
160,Harlem
120,SoHo
67,Washington Heights
130,"Brooklyn, Manhattan Beach"
40,Harlem
93,East Harlem
198,Midtown
80,Upper East Side
150,Chinatown
189,SoHo
100,Upper West Side
70,Harlem
140,Two Bridges
75,Chinatown
65,Harlem
33,Washington Heights
200,Upper West Side
214,Lower East Side
75,East Harlem
49,Upper West Side
375,Upper East Side
59,Harlem
850,SoHo
450,West Village
82,Gramercy
200,Murray Hill
300,Chinatown
60,Washington Heights
73,Chinatown
150,Upper East Side
600,Harlem
225,Chelsea
100,Chinatown
245,SoHo
90,Inwood
78,Upper East Side
99,Harlem
77,Upper West Side
120,Washington Heights
115,Upper West Side
183,Greenwich Village
1500,East Harlem
80,East Village
200,Harlem
200,West Village
95,Upper West Side
85,Lower East Side
275,Nolita
110,Hell's Kitchen
174,Upper West Side
65,Washington Heights
375,Upper West Side
80,East Harlem
180,Chelsea
